Time,Visitor ID,URL,Referer,Keyword,Rank,City,Country
2013-11-14 08:41:12 -0800,7,http://www.academia.edu/4545755/Multi-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks,"http://www.google.fr/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&cad=rja&sqi=2&ved=0CEIQFjAC&url=http%3A%2F%2Fwww.academia.edu%2F4545755%2FMulti-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks&ei=Hf2EUvXGE4em0AWg8YC4Dg&usg=AFQjCNFmsSjD4wFmYjg0vY0uz9kpxYIvYw&sig2=GuTdbwRRt9tOxO-0dPVuUw&bvm=bv.56343320,d.d2k",,3,,France
2013-11-21 12:16:20 -0800,8,http://www.academia.edu/4545755/Multi-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks,"https://www.google.jo/url?sa=t&rct=j&q=&esrc=s&source=web&cd=6&ved=0CGAQFjAF&url=http%3A%2F%2Fwww.academia.edu%2F4545755%2FMulti-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks&ei=h2eOUoPYEIKp0QXPmIHAAw&usg=AFQjCNFmsSjD4wFmYjg0vY0uz9kpxYIvYw&sig2=hWooW-V-l62Cx1y51tw9Mw&bvm=bv.56988011,d.bGE",,6,Amman,Jordan
2013-12-12 21:49:29 -0800,9,http://www.academia.edu/4545755/Multi-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks,"http://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&sqi=2&ved=0CC4QFjAB&url=http%3A%2F%2Fwww.academia.edu%2F4545755%2FMulti-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks&ei=4J-qUv_3IMSukgXRxYDgBg&usg=AFQjCNFmsSjD4wFmYjg0vY0uz9kpxYIvYw&bvm=bv.57967247,d.dGI",,2,San Jose,the United States
2013-12-18 08:07:41 -0800,10,http://www.academia.edu/4545755/Multi-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks,https://www.google.com/,,,Atlanta,the United States
2014-01-08 23:39:26 -0800,11,http://www.academia.edu/4545755/Multi-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks,"http://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=17&cad=rja&ved=0CFMQFjAQ&url=http%3A%2F%2Fwww.academia.edu%2F4545755%2FMulti-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks&ei=AlLOUo7cHYqWrAe3i4CADw&usg=AFQjCNFmsSjD4wFmYjg0vY0uz9kpxYIvYw&bvm=bv.59026428,d.bmk",,17,Chennai,India
2014-01-08 23:41:41 -0800,12,https://www.academia.edu/4545755/Multi-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks,"http://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=17&cad=rja&ved=0CFMQFjAQ&url=http%3A%2F%2Fwww.academia.edu%2F4545755%2FMulti-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks&ei=AlLOUo7cHYqWrAe3i4CADw&usg=AFQjCNFmsSjD4wFmYjg0vY0uz9kpxYIvYw&bvm=bv.59026428,d.bmk",,17,Chennai,India
2014-01-12 05:44:12 -0800,13,http://www.academia.edu/4545755/Multi-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks,https://www.google.co.in/,,,,India
2014-01-13 09:49:44 -0800,13,http://www.academia.edu/4545755/Multi-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks,https://www.google.co.in/,,,Pondicherry,India
2014-01-15 08:48:34 -0800,13,http://www.academia.edu/4545755/Multi-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks,https://www.google.co.in/,,,Bangalore,India
2014-01-20 10:57:52 -0800,14,http://brighton.academia.edu/MithileyshSathiyanarayanan,https://www.google.co.uk/,,,Brighton,the United Kingdom
2014-02-21 14:26:30 -0800,15,http://brighton.academia.edu/MithileyshSathiyanarayanan/Followers,"http://www.google.com/url?sa=t&rct=j&q=annabel%20kay%20brighton%20university&source=web&cd=8&ved=0CDQQFjAH&url=http%3A%2F%2Fbrighton.academia.edu%2FMithileyshSathiyanarayanan%2FFollowers&ei=odEHU7zJOq3J0AWW8IAI&usg=AFQjCNEmO1TUYzw_fotZcmP5pfX8UawXPA&sig2=CnBlmqi_2LKz6DC63Lu-YA&bvm=bv.61725948,d.bGE",annabel kay brighton university,8,Paterna,Spain
2014-02-25 13:36:35 -0800,16,http://brighton.academia.edu/MithileyshSathiyanarayanan,https://www.google.co.uk/,,,Brighton,the United Kingdom
2014-02-25 13:39:40 -0800,16,http://www.academia.edu/4545755/Multi-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks,http://brighton.academia.edu/MithileyshSathiyanarayanan,"","",Brighton,the United Kingdom
2014-02-25 13:40:07 -0800,16,http://brighton.academia.edu/MithileyshSathiyanarayanan,https://www.google.co.uk/,,,Brighton,the United Kingdom
2014-02-25 13:40:27 -0800,16,http://www.academia.edu/4545755/Multi-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks,http://brighton.academia.edu/MithileyshSathiyanarayanan,"","",Brighton,the United Kingdom
2014-02-25 13:40:29 -0800,16,http://brighton.academia.edu/MithileyshSathiyanarayanan,https://www.google.co.uk/,,,Brighton,the United Kingdom
2014-03-07 02:37:49 -0800,17,http://www.academia.edu/4545755/Multi-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks,https://www.google.co.jp/,,,,Japan
2014-03-13 04:52:30 -0700,18,http://brighton.academia.edu/MithileyshSathiyanarayanan,https://www.google.co.uk/,,,Brighton,the United Kingdom
2014-03-13 04:52:31 -0700,18,http://brighton.academia.edu/MithileyshSathiyanarayanan/Followers,https://www.google.co.uk/,,,Brighton,the United Kingdom
2014-03-16 21:30:08 -0700,19,http://www.academia.edu/4545755/Multi-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks,"http://www.google.fr/url?sa=t&rct=j&q=&esrc=s&source=web&cd=6&ved=0CFgQFjAF&url=http%3A%2F%2Fwww.academia.edu%2F4545755%2FMulti-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks&ei=M3omU_vYD4SsrAfbjYDoDQ&usg=AFQjCNFmsSjD4wFmYjg0vY0uz9kpxYIvYw&sig2=lbvOne9OcNsNV-pWjmJ3QQ&bvm=bv.62922401,d.bmk&cad=rja",,6,Singapore,Singapore
2014-03-29 05:27:42 -0700,20,http://www.academia.edu/4545755/Multi-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks,https://www.google.co.in/,,,,India
2014-04-01 16:09:47 -0700,21,http://brighton.academia.edu/MithileyshSathiyanarayanan,http://www.google.co.uk/url?sa=t&rct=j&q=&esrc=s&frm=1&source=web&cd=8&ved=0CFsQFjAH&url=http%3A%2F%2Fbrighton.academia.edu%2FMithileyshSathiyanarayanan&ei=PEY7U5m0OZCRhQf_vIHYAQ&usg=AFQjCNEjQDN4cJt2-X4e98qcu7YNLKImKA,,8,Midhurst,the United Kingdom
2014-04-04 15:57:40 -0700,22,https://brighton.academia.edu/MithileyshSathiyanarayanan,,"","",Wokingham,the United Kingdom
2014-04-28 20:50:59 -0700,23,http://www.academia.edu/4545755/Multi-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks,"http://www.google.co.jp/url?sa=t&rct=j&q=&esrc=s&source=web&cd=5&ved=0CE4QFjAE&url=http%3A%2F%2Fwww.academia.edu%2F4545755%2FMulti-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks&ei=USFfU8fYH8Ls8AXq1ILwDQ&usg=AFQjCNFmsSjD4wFmYjg0vY0uz9kpxYIvYw&bvm=bv.65397613,d.c2E",,5,Tokyo,Japan
2014-06-02 03:58:25 -0700,24,http://brighton.academia.edu/MithileyshSathiyanarayanan,https://www.google.co.uk/,,,Brighton,the United Kingdom
2014-06-03 02:24:19 -0700,25,http://brighton.academia.edu/MithileyshSathiyanarayanan,"http://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&ved=0CEYQFjAC&url=http%3A%2F%2Fbrighton.academia.edu%2FMithileyshSathiyanarayanan&ei=O5SNU_9gwYY47eGBsAo&usg=AFQjCNEjQDN4cJt2-X4e98qcu7YNLKImKA&sig2=9fAjuqAdzWaTmAklQel1NA&bvm=bv.68191837,d.bGE",,3,Paderborn,Germany
2014-06-16 06:19:29 -0700,26,http://brighton.academia.edu/MithileyshSathiyanarayanan,https://www.google.co.uk/,,,Brighton,the United Kingdom
2014-07-08 00:26:56 -0700,27,http://www.academia.edu/4545755/Multi-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks,"http://www.google.ru/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CBsQFjAA&url=http%3A%2F%2Fwww.academia.edu%2F4545755%2FMulti-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks&ei=Op27U_z8NonnygOrtYKYCQ&usg=AFQjCNFmsSjD4wFmYjg0vY0uz9kpxYIvYw&sig2=hqYOW3NrKHZZB3A4XNIiHQ&bvm=bv.70138588,d.bGQ&cad=rjt",,1,Moscow,the Russian Federation
2014-07-10 13:40:20 -0700,28,http://brighton.academia.edu/MithileyshSathiyanarayanan,https://www.google.com.mx/,,,Garza GarcÃ­a,Mexico
2014-07-14 13:04:58 -0700,29,http://brighton.academia.edu/MithileyshSathiyanarayanan,https://www.google.co.uk/,,,,the United Kingdom
2014-07-27 19:46:01 -0700,30,http://www.academia.edu/4545755/Multi-Channel_De_cit_Round-Robin_Scheduling_for_Hybrid_TDM_WDM_Optical_Networks,http://173.194.66.41/url?sa=t&rct=j&q=deficit+round+robin+multi-server&source=web&cd=3&cad=rja&uact=8&ved=0CCwQFjAC&url=%68%74%74%70%3a%2f%2f%77%77%77%2e%61%63%61%64%65%6d%69%61%2e%65%64%75%2f%34%35%34%35%37%35%35%2f%4d%75%6c%74%69%2d%43%68%61%6e%6e%65%6c%5f%44%65%5f%63%69%74%5f%52%6f%75%6e%64%2d%52%6f%62%69%6e%5f%53%63%68%65%64%75%6c%69%6e%67%5f%66%6f%72%5f%48%79%62%72%69%64%5f%54%44%4d%5f%57%44%4d%5f%4f%70%74%69%63%61%6c%5f%4e%65%74%77%6f%72%6b%73&ei=WLnVU-L6OKWq0QWPwoDYDA&usg=AFQjCNFmsSjD4wFmYjg0vY0uz9kpxYIvYw,"","",Shanghai,China
2014-07-30 05:57:40 -0700,31,http://brighton.academia.edu/MithileyshSathiyanarayanan,https://www.google.ie/,,,,Australia
2014-08-11 18:13:09 -0700,32,https://brighton.academia.edu/MithileyshSathiyanarayanan,,"","",Singapore,Singapore
2014-08-11 18:32:06 -0700,32,https://brighton.academia.edu/MithileyshSathiyanarayanan,,"","",Singapore,Singapore
2014-08-12 07:41:23 -0700,33,https://www.academia.edu/7933661/Gesture_Controlled_Robot_for_Military_Purpose,https://www.academia.edu/,"","",Ikeja,Nigeria
2014-08-13 00:26:28 -0700,34,https://www.academia.edu/7933661/Gesture_Controlled_Robot_for_Military_Purpose,https://www.academia.edu/,"","",,India
2014-08-13 16:11:02 -0700,35,http://www.academia.edu/7934474/Unmanned_Ground_Vehicle,,"","",Salt Lake City,the United States
2014-08-14 07:54:48 -0700,36,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",,Ethiopia
2014-08-14 08:11:03 -0700,36,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",,Ethiopia
2014-08-14 12:47:17 -0700,37,https://www.academia.edu/7933661/Gesture_Controlled_Robot_for_Military_Purpose?auto=download&campaign=weekly_digest,https://webmail.ita.br/webmail/?_task=mail&_action=preview&_uid=48874&_mbox=INBOX&_framed=1,"","",SÃ£o JosÃ© Dos Campos,Brazil
2014-08-14 14:57:22 -0700,38,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",,New Zealand
2014-08-14 21:12:17 -0700,39,https://brighton.academia.edu/MithileyshSathiyanarayanan,,"","",,the Islamic Republic of Iran
2014-08-14 21:52:22 -0700,40,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose?auto=download&campaign=weekly_digest,,"","",Delhi,India
2014-08-15 00:00:34 -0700,41,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",Caprino Veronese,Italy
2014-08-15 00:59:37 -0700,42,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",,Poland
2014-08-15 01:09:40 -0700,43,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose?auto=download&campaign=weekly_digest,,"","",,Italy
2014-08-15 04:40:13 -0700,44,https://brighton.academia.edu/MithileyshSathiyanarayanan,,"","",,India
2014-08-15 04:47:27 -0700,45,https://www.academia.edu/7934511/BiCMOS_Technology?auto=download&campaign=weekly_digest,,"","",Kumar,India
2014-08-15 07:30:42 -0700,46,https://www.academia.edu/7934511/BiCMOS_Technology,,"","",Sunnyvale,the United States
2014-08-15 12:45:03 -0700,47,https://www.academia.edu/7933661/Gesture_Controlled_Robot_for_Military_Purpose,https://mail.google.com/mail/u/0/,"","",Davis,the United States
2014-08-15 15:11:19 -0700,48,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",,Italy
2014-08-15 15:17:00 -0700,49,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",Valdivia,Chile
2014-08-15 15:21:38 -0700,48,https://www.academia.edu/7933661/Gesture_Controlled_Robot_for_Military_Purpose,,"","",,Italy
2014-08-15 17:42:51 -0700,50,https://www.academia.edu/7933809/Command_Controlled_Robot_for_Military_Purpose,https://mail.yandex.ru/neo2/?ncrnd=8989,"","",Rostov,the Russian Federation
2014-08-15 17:42:53 -0700,50,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,https://mail.yandex.ru/neo2/?ncrnd=8989,"","",Rostov,the Russian Federation
2014-08-15 18:42:03 -0700,51,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",Cordenons,Italy
2014-08-15 22:53:50 -0700,52,https://www.academia.edu/7934511/BiCMOS_Technology?auto=download&campaign=weekly_digest,,"","",Belgaum,India
2014-08-15 23:32:48 -0700,53,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",Parla,Spain
2014-08-16 00:24:52 -0700,54,https://www.academia.edu/7934511/BiCMOS_Technology?auto=download&campaign=weekly_digest,,"","",Surat,India
2014-08-16 01:04:44 -0700,55,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,https://dub115.mail.live.com/default.aspx?id=64855,"","",,Italy
2014-08-16 01:04:46 -0700,55,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,https://dub115.mail.live.com/default.aspx?id=64855,"","",,Italy
2014-08-16 02:00:20 -0700,56,https://www.academia.edu/7933661/Gesture_Controlled_Robot_for_Military_Purpose?auto=download&campaign=weekly_digest,https://mail.google.com/mail/u/2/,"","",,India
2014-08-16 03:34:48 -0700,57,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose?auto=download&campaign=weekly_digest,,"","",Ath,Belgium
2014-08-16 03:34:48 -0700,57,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose?auto=bookmark&campaign=weekly_digest,,"","",Ath,Belgium
2014-08-16 03:34:49 -0700,57,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",Ath,Belgium
2014-08-16 03:35:55 -0700,57,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",Ath,Belgium
2014-08-16 06:39:56 -0700,58,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",,Brazil
2014-08-16 06:40:17 -0700,58,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose?login=zcampoz@gmail.com&email_was_taken=true,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,"","",,Brazil
2014-08-16 06:40:38 -0700,58,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose?login=zcampoz@gmail.com&email_was_taken=true&login=zcampoz@gmail.com&email_was_taken=true,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose?login=zcampoz@gmail.com&email_was_taken=true,"","",,Brazil
2014-08-16 06:40:56 -0700,58,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose?login=zcampoz@gmail.com&email_was_taken=true&login=zcampoz@gmail.com&email_was_taken=true&login=zcampoz@gmail.com&email_was_taken=true,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose?login=zcampoz@gmail.com&email_was_taken=true&login=zcampoz@gmail.com&email_was_taken=true,"","",,Brazil
2014-08-16 07:14:47 -0700,59,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",,Italy
2014-08-16 10:08:06 -0700,60,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",,Italy
2014-08-16 10:43:39 -0700,61,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",Rostov,the Russian Federation
2014-08-16 18:37:20 -0700,62,https://www.academia.edu/7934511/BiCMOS_Technology?auto=download&campaign=weekly_digest,https://mail.uthm.edu.my/zimbra/,"","",Johor Bahru,Malaysia
2014-08-16 20:21:25 -0700,63,https://www.academia.edu/7934511/BiCMOS_Technology?auto=download&campaign=weekly_digest,,"","",Chennai,India
2014-08-16 22:46:12 -0700,64,https://www.academia.edu/7934511/BiCMOS_Technology?auto=download&campaign=weekly_digest,,"","",Dharwad,India
2014-08-17 00:25:17 -0700,65,https://www.academia.edu/7933661/Gesture_Controlled_Robot_for_Military_Purpose?auto=download&campaign=weekly_digest,,"","",,the Islamic Republic of Iran
2014-08-17 04:26:03 -0700,66,https://www.academia.edu/7933661/Gesture_Controlled_Robot_for_Military_Purpose,,"","",,Malaysia
2014-08-17 04:26:08 -0700,67,https://www.academia.edu/7933661/Gesture_Controlled_Robot_for_Military_Purpose?auto=download&campaign=weekly_digest,,"","",,Malaysia
2014-08-17 04:26:20 -0700,67,https://www.academia.edu/7933661/Gesture_Controlled_Robot_for_Military_Purpose?login=genuciel@gmail.com&email_was_taken=true,https://www.academia.edu/7933661/Gesture_Controlled_Robot_for_Military_Purpose,"","",,Malaysia
2014-08-17 04:41:16 -0700,50,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,https://mail.yandex.ru/neo2/?ncrnd=8989,"","",,the Russian Federation
2014-08-17 09:58:27 -0700,50,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,https://mail.yandex.ru/neo2/?ncrnd=8989,"","",,the Russian Federation
2014-08-17 20:09:51 -0700,68,https://www.academia.edu/7933661/Gesture_Controlled_Robot_for_Military_Purpose,https://www.academia.edu/,"","",New Delhi,India
2014-08-17 21:50:43 -0700,50,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,https://mail.yandex.ru/neo2/?ncrnd=8989,"","",Rostov,the Russian Federation
2014-08-18 04:34:33 -0700,43,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose?auto=download&campaign=weekly_digest,,"","",,Italy
2014-08-18 04:34:37 -0700,43,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose?auto=download&campaign=weekly_digest,,"","",,Italy
2014-08-18 09:54:33 -0700,69,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",,Brazil
2014-08-18 11:10:08 -0700,70,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",Eden Prairie,the United States
2014-08-18 11:10:10 -0700,70,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",Eden Prairie,the United States
2014-08-19 02:48:00 -0700,71,https://www.academia.edu/7933809/Command_Controlled_Robot_for_Military_Purpose,,"","",,Cyprus
2014-08-19 02:49:00 -0700,72,https://www.academia.edu/7933809/Command_Controlled_Robot_for_Military_Purpose,,"","",,Cyprus
2014-08-19 11:24:08 -0700,73,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",,Italy
2014-08-19 11:29:18 -0700,73,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",,Italy
2014-08-19 11:31:34 -0700,73,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,,"","",,Italy
2014-08-19 13:45:34 -0700,74,https://brighton.academia.edu/MithileyshSathiyanarayanan,https://mail.google.com/mail/u/0/,"","",West Orange,the United States
2014-08-19 22:38:45 -0700,75,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,https://www.academia.edu/Documents/in/Robotics,"","",,India
2014-08-20 08:02:22 -0700,76,https://www.academia.edu/7934474/Unmanned_Ground_Vehicle,https://www.academia.edu/,"","",Almada,Portugal
2014-08-20 08:33:26 -0700,77,https://www.academia.edu/7933809/Command_Controlled_Robot_for_Military_Purpose?auto=download&campaign=weekly_digest,,"","",Garza GarcÃ­a,Mexico
2014-08-21 04:50:33 -0700,78,https://www.academia.edu/7934511/BiCMOS_Technology?auto=download&campaign=weekly_digest,,"","",,India
2014-08-21 07:32:28 -0700,79,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose?auto=download&campaign=weekly_digest,,"","",Palermo,Italy
2014-08-21 10:28:00 -0700,80,https://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.academia.edu/,"","",,India
2014-08-22 21:51:27 -0700,81,https://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.academia.edu/,"","",Ludhiana,India
2014-08-23 13:30:47 -0700,82,https://www.academia.edu/7934474/Unmanned_Ground_Vehicle,https://www.academia.edu/Documents/in/Autonomous_Robotics,"","",,Italy
2014-08-23 21:06:01 -0700,83,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,"http://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CCIQFjAB&url=http%3A%2F%2Fwww.academia.edu%2F8038284%2FFour_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose&ei=imT5U9KuCceOuATD-ICIBw&usg=AFQjCNEVWTfDEioyPugu6z_Q1JnOsk2GUQ&bvm=bv.73612305,d.c2E",,2,Chennai,India
2014-08-23 21:54:13 -0700,84,http://www.academia.edu/8027982/Dual_MCDRR_Scheduler_for_Hybrid_TDM_WDM_Optical_Networks,http://www.academia.edu/Documents/in/Optical_Fiber_Communications,"","",Allahabad,India
2014-08-23 21:58:11 -0700,85,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.co.in/,,,Chennai,India
2014-08-23 21:58:51 -0700,85,http://www.academia.edu/8038284/Four_Different_Modes_to_Control_Unmanned_Ground_Vehicle_for_Military_Purpose,https://www.google.co.in/,,,Chennai,India
2014-08-24 02:50:49 -0700,86,https://www.academia.edu/7934474/Unmanned_Ground_Vehicle,https://www.academia.edu/,"","",,Thailand
2014-08-24 04:48:09 -0700,87,https://www.academia.edu/7934511/BiCMOS_Technology,https://www.academia.edu/,"","",Delhi,India
2014-08-25 06:45:33 -0700,88,https://www.academia.edu/7933661/Gesture_Controlled_Robot_for_Military_Purpose,http://webmaildomini.aruba.it/redir/ext_aruba/classic/html/mainframe.html?_v_=v4r2b25.20140616_1712?lang=it&flavour=basic&theme=ext_aruba/classic&useSprite=0,"","",,Italy
2014-08-25 09:08:53 -0700,89,https://www.academia.edu/7934474/Unmanned_Ground_Vehicle,https://www.academia.edu/,"","",,Algeria
2014-08-26 06:45:56 -0700,90,http://www.academia.edu/7933809/Command_Controlled_Robot_for_Military_Purpose,https://www.google.com/,,,Semarang,Indonesia
2014-08-27 02:39:50 -0700,91,https://www.academia.edu/7933661/Gesture_Controlled_Robot_for_Military_Purpose?auto=download&campaign=weekly_digest,,"","",,Italy
2014-08-27 02:40:45 -0700,91,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose?auto=download&campaign=weekly_digest,,"","",,Italy
2014-08-27 10:50:57 -0700,92,https://www.academia.edu/7934474/Unmanned_Ground_Vehicle,,"","",,Spain
2014-08-28 06:12:51 -0700,50,https://www.academia.edu/7934058/Self_Controlled_Robot_for_Military_Purpose,https://mail.yandex.ru/neo2/?ncrnd=8989,"","",Taganrog,the Russian Federation
